ANIO,CIIU,DESCRIPCION_CIIU,RAZON_SOCIAL_ANONIMIZADA,TIPO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,NIVEL_DIGITALIZACION,DIG_GENERAL,GESTION_EMPRESARIAL,COMERCIO_ELECTRONICO,ANALISIS_DE_DATOS,MARKETING_DIGITAL,MEDIOS_DE_PAGO,FINANZAS,FECHA_INICIO,FECHA_FIN,TIEMPO_DEMORA_MINUTOS,FECHA_REGISTRO,AUT_PUBLICIDAD,FECHA_PUB_PNDA,SECTOR,CATEGORIA,UBICACION,ID
2024,05002,"PESCA, EXPLOT. CRIADEROS DE PECES.",2B381003D3104836FF1B15540AE44B306BACF2C52E76708F50CDFC35746E2D38,JURIDICA,AYACUCHO,HUAMANGA,VINCHOS,50114,Inicial,8.0,13.0,0.0,0.0,0.0,25.0,38.0,2024-12-17,2024-12-17,3,2024-09-08,SI,2025-03-06,MANUFACTURA,MANUFACTURA,AYACUCHO,428
2024,74218,ACTIV.DE ARQUITECTURA E INGENIERIA,85AFC3C12EF6E044EB8495ECADD3D8D59D944FB49804BCAFEC60A8D870FE875C,JURIDICA,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,50110,Inicial,5.0,4.0,0.0,0.0,0.0,25.0,25.0,2024-12-17,2024-12-17,4,2024-09-08,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,AYACUCHO,429
2024,55205,"RESTAURANTES, BARES Y CANTINAS.",E29A036A309F0EA8D08EC51BFAEB6C7CAA64FF6AB297D52B2640ED1A63CDE14F,JURIDICA,CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,Inicial,12.0,4.0,12.0,0.0,22.0,25.0,6.0,2024-12-17,2024-12-17,32,2024-12-17,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,CAJAMARCA,430
2024,51395,VTA. MAY. OTROS ENSERES DOMESTICOS.,4C92E2398ADD7F888E4628C24C2F58C101E362243F9783B61A205FCC69D432BE,NATURAL,PUNO,SAN ROMAN,JULIACA,211101,Inicial,5.0,17.0,0.0,0.0,0.0,25.0,6.0,2024-12-17,2024-12-17,2,2024-09-09,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,PUNO,431
2024,20224,FAB. PARTES Y PIEZAS CARPINTERIA.,06D014C1CCC42686305FDFBD656120080D6D891F64D81A2E72CD980A94A01C00,NATURAL,PUNO,SAN ROMAN,JULIACA,211101,Intermedio,66.0,42.0,100.0,25.0,66.0,100.0,56.0,2024-12-17,2024-12-17,2,2023-07-17,SI,2025-03-06,MANUFACTURA,MANUFACTURA,PUNO,432
2024,55205,"RESTAURANTES, BARES Y CANTINAS.",3AE75C343B369A4802109BB7A289B5374412F6CE1A5104AD4766B0B4F6AE29D0,NATURAL,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,Inicial,24.0,21.0,38.0,0.0,21.0,25.0,31.0,2024-12-17,2024-12-17,3,2024-11-26,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,LA LIBERTAD,433
2024,22214,ACTIVIDADES DE IMPRESION.,E10F00BB0E1E026E22C79080BBBC9BA20B8F3C4421A290DD9A250642E9F0FB5F,NATURAL,ICA,ICA,SAN JUAN BAUTISTA,110110,Inicial,1.0,4.0,0.0,0.0,0.0,0.0,6.0,2024-12-17,2024-12-17,2,2024-11-27,SI,2025-03-06,MANUFACTURA,MANUFACTURA,ICA,434
2024,72909,OTRAS ACTIVIDADES DE INFORMATICA.,07A9C1C0D86EBD299AE8CE5DF844B59A9239C105567CF47E7C10AA99857AAA5C,JURIDICA,CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,Básico,31.0,25.0,12.0,25.0,52.0,25.0,31.0,2024-12-17,2024-12-17,4,2024-12-17,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,CAJAMARCA,435
2024,74996,OTRAS ACTIVIDADES EMPRESARIALES NCP.,AABF1B703AFCA088AD332969ED1549C3788E13B9CC57AB5B17981FCE57D6E7F4,NATURAL,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,90101,Inicial,5.0,4.0,0.0,0.0,0.0,25.0,25.0,2024-12-17,2024-12-17,3,2024-09-30,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,HUANCAVELICA,436
2024,52322,"VTA. MIN. PRODUCTOS TEXTILES, CALZADO.",8090CCD53CEDB8CB1491746601BFB91BE0BC1C84FCE4FFDB476E161E95C8D4FA,NATURAL,ANCASH,SANTA,CHIMBOTE,21801,Inicial,21.0,17.0,12.0,25.0,20.0,50.0,31.0,2024-12-17,2024-12-17,6,2024-11-26,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ANCASH,437
2024,71118,ALQUILER EQUIPO TRANSPORTE V. TERRES.,1B0F1ED8A09AE97F597B8EF7032314077C1038BD61AD4327DE0D91553766CB53,JURIDICA,MOQUEGUA,ILO,ILO,180301,Básico,26.0,21.0,12.0,25.0,30.0,25.0,56.0,2024-12-17,2024-12-17,3,2024-09-09,SI,2025-03-06,SERVICIOS,LOGÍSTICA Y TRANSPORTE,MOQUEGUA,438
2024,93016,"LAVADO, LIMPIEZA Y TE%IDO TELA",9CCD40CD436F212720F8CD8148A6D42F2E403A7A0751D234D75AE8BE29AA5B8C,JURIDICA,MOQUEGUA,ILO,ILO,180301,Inicial,20.0,17.0,12.0,25.0,15.0,25.0,50.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,MOQUEGUA,439
2024,60214,OTROS TIPOS TRANSPORTE REG. VIA TER.,70E83BDD5DAD8DA77DD7D283754162C58E9C4C1503BC43463DA3B9DD55D6F882,JURIDICA,MOQUEGUA,ILO,ILO,180301,Básico,33.0,46.0,12.0,50.0,30.0,25.0,56.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,SERVICIOS,LOGÍSTICA Y TRANSPORTE,MOQUEGUA,440
2024,72202,CONSULTORES  PROG. Y SUMIN. INFORMATIC.,2BAB848702DC170C98E4003856E39E58BD3B4597E3207C5EF90115658BEE475A,JURIDICA,MOQUEGUA,ILO,ILO,180301,Básico,43.0,42.0,38.0,50.0,35.0,75.0,56.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,MOQUEGUA,441
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,EAD565E99718D599320FB0DA08B4F61F73FA3106D654B95C9AB47FC7932621C5,JURIDICA,MOQUEGUA,ILO,ILO,180301,Inicial,15.0,21.0,12.0,0.0,20.0,25.0,6.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,MOQUEGUA,442
2024,52391,OTROS TIPOS DE VENTA AL POR MENOR.,A7631B02C3C689AD489796C0FF56899CF5F0B749F708049F4FFE36ADF487347F,NATURAL,ANCASH,SANTA,CHIMBOTE,21801,Inicial,2.0,0.0,0.0,0.0,0.0,25.0,6.0,2024-12-17,2024-12-17,2,2024-12-17,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ANCASH,443
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,15F1FE7A82462041348DC9FE04FC45F1E96E7DDEA5F2EBC2ED35B263FBFE7B63,JURIDICA,MOQUEGUA,ILO,ILO,180301,Inicial,17.0,21.0,12.0,0.0,15.0,25.0,38.0,2024-12-17,2024-12-17,1,2024-09-02,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,MOQUEGUA,444
2024,28921,OBRAS DE INGENIERIA MECANICA.,D5801E3BE74DDC2630C13FC437756BFE570FEA6E9A7907D389629426524C99F9,NATURAL,JUNIN,HUANCAYO,PILCOMAYO,120125,Inicial,17.0,17.0,12.0,25.0,21.0,25.0,6.0,2024-12-17,2024-12-17,1,2024-09-19,SI,2025-03-06,MANUFACTURA,MANUFACTURA,JUNIN,445
2024,85124,ACTIVIDADES DE MEDICOS Y ODONTOLOGO,1FC500BCEB8D431872ED52CB051468B3FD94854C914843C951E02A411DDC3E5A,JURIDICA,MOQUEGUA,ILO,PACOCHA,180303,Básico,40.0,21.0,12.0,50.0,55.0,100.0,62.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,SERVICIOS,SALUD,MOQUEGUA,446
2024,51109,VTA.  MAY. A CAMBIO DE UNA RETRIBUCION.,DDB745CFADD77055AF37551496AF6C5EFB4F8EB9DFF865F6DA5AF5AF3D5C6354,JURIDICA,MOQUEGUA,ILO,PACOCHA,180303,Básico,26.0,33.0,12.0,50.0,15.0,25.0,56.0,2024-12-17,2024-12-17,3,2024-09-09,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,MOQUEGUA,447
2024,52322,"VTA. MIN. PRODUCTOS TEXTILES, CALZADO.",A0E445E639D9ED6945E54AC9924321F745F944D48660C01A335DFD62E213AC23,NATURAL,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,Inicial,10.0,0.0,12.0,0.0,15.0,25.0,6.0,2024-12-17,2024-12-17,1,2024-09-03,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LAMBAYEQUE,448
2024,55104,"HOTELES, CAMPAMENTOS Y OTROS.",7265C07B837F6578E569CDABEBB491AFF14327E2AB27BC3C5FB0F1616092B082,NATURAL,ANCASH,SANTA,CHIMBOTE,21801,Inicial,24.0,17.0,12.0,75.0,26.0,25.0,6.0,2024-12-17,2024-12-17,2,2024-11-26,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,ANCASH,449
2024,92192,OTRAS ACTIVID.ENTRETENIMIENTO NCP.,505758F63FBF505CABB4539175349040B63DF6FC8B64FE109681FFD25A860C51,NATURAL,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,Inicial,11.0,0.0,12.0,0.0,21.0,25.0,6.0,2024-12-17,2024-12-17,78,2024-08-14,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,LAMBAYEQUE,450
2024,52524,VTA. MIN. EN PUESTOS DE VENTA.,535836963DC37CFDCF56A879ED0680C35E2F01079692341AFF58B08880B6298D,NATURAL,ANCASH,SANTA,CHIMBOTE,21801,Inicial,16.0,8.0,12.0,50.0,10.0,0.0,31.0,2024-12-17,2024-12-17,1,2024-12-17,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ANCASH,451
2024,55205,"RESTAURANTES, BARES Y CANTINAS.",CF96E50C6B1292B50F989CA7C7B74F3602EBDF873E306CC160F19038C8D2230E,NATURAL,LAMBAYEQUE,CHICLAYO,POMALCA,140118,Inicial,10.0,4.0,12.0,0.0,15.0,25.0,6.0,2024-12-17,2024-12-17,1,2024-09-02,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,LAMBAYEQUE,452
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,0845D6603B46588927B467FDD4769EFF0012FDBD8F1306346A34D18C755484E3,NATURAL,LAMBAYEQUE,CHICLAYO,POMALCA,140118,Inicial,10.0,4.0,12.0,0.0,15.0,25.0,6.0,2024-12-17,2024-12-17,1,2024-09-02,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LAMBAYEQUE,453
2024,28990,FAB. OTROS PROD. DE METAL NCP.,0327332CC2932D9D2F2BDB02DDCE7B9B61E35E09BAECB88220DDC78EA2B77EA1,JURIDICA,MOQUEGUA,ILO,ILO,180301,Inicial,23.0,21.0,12.0,25.0,20.0,25.0,56.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,MANUFACTURA,MANUFACTURA,MOQUEGUA,454
2024,74996,OTRAS ACTIVIDADES EMPRESARIALES NCP.,A2A871D4E6D34F35E247B98ACDD29327E6B8CDB3A37CCB9611DE1B5892734FEB,NATURAL,ANCASH,SANTA,CHIMBOTE,21801,Inicial,13.0,4.0,12.0,25.0,15.0,25.0,6.0,2024-12-17,2024-12-17,2,2024-12-17,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,ANCASH,455
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,3A846202B375F5057B6C361A6F27464020B523BFAE438A7CE84F83FF507EFD78,NATURAL,JUNIN,HUANCAYO,HUANCAYO,120101,Inicial,3.0,4.0,0.0,0.0,0.0,25.0,6.0,2024-12-17,2024-12-17,3,2024-12-17,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,JUNIN,456
2024,52391,OTROS TIPOS DE VENTA AL POR MENOR.,F3F29F9FA1624243BCA8AE44603BA8D9EE372B73F616FBA07565F81040BD077F,NATURAL,LAMBAYEQUE,CHICLAYO,POMALCA,140118,Inicial,14.0,0.0,12.0,50.0,15.0,25.0,6.0,2024-12-17,2024-12-17,1,2024-09-02,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LAMBAYEQUE,457
2024,52524,VTA. MIN. EN PUESTOS DE VENTA.,50490822B607B8AAEA607CE093FCB53FC866833EBDF28B8E31AD9FAED9DE44CA,NATURAL,LAMBAYEQUE,CHICLAYO,REQUE,140113,Inicial,19.0,21.0,12.0,50.0,15.0,25.0,12.0,2024-12-17,2024-12-17,1,2024-09-04,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LAMBAYEQUE,458
2024,28111,FAB. PROD. METAL. USO ESTRUCTURAL.,37CCF95E184457FCEB5CAEDB4733E14CF61B46C3CE1E66AFBF55E79F59A2C239,JURIDICA,MOQUEGUA,ILO,ILO,180301,Inicial,20.0,21.0,12.0,0.0,20.0,25.0,56.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,MANUFACTURA,MANUFACTURA,MOQUEGUA,459
2024,50102,VENTA DE VEHICULOS AUTOMOTORES.,54A470BE52D210394730F0EDCB8ACF8D554636B47795C6544C4B892F3E071B15,JURIDICA,MOQUEGUA,ILO,ILO,180301,Inicial,18.0,29.0,0.0,50.0,0.0,25.0,56.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,MOQUEGUA,460
2024,28990,FAB. OTROS PROD. DE METAL NCP.,CF4C1020F81C31E0F6E6C662B1CB3DD092483E9492A5DB762CA1050A1D4B89A6,JURIDICA,MOQUEGUA,ILO,ILO,180301,Inicial,11.0,8.0,12.0,0.0,15.0,25.0,6.0,2024-12-17,2024-12-17,2,2024-09-02,SI,2025-03-06,MANUFACTURA,MANUFACTURA,MOQUEGUA,461
2024,45207,CONSTRUCCION EDIFICIOS COMPLETOS.,3D3A4239AA5907A5281B255EA3F87A10241BA62CC431F912390CF8AC1C494575,JURIDICA,MOQUEGUA,ILO,ILO,180301,Básico,27.0,25.0,12.0,50.0,20.0,50.0,56.0,2024-12-17,2024-12-17,1,2024-09-09,SI,2025-03-06,SERVICIOS,INMOBILIARIA Y CONSTRUCCIÓN,MOQUEGUA,462
2024,45207,CONSTRUCCION EDIFICIOS COMPLETOS.,26CF6C63B56D996A7CBC87EFE0A6B1AD83C3F28BDC82FB238EA4B0DCA19A9902,JURIDICA,MOQUEGUA,ILO,EL ALGARROBAL,180302,Inicial,9.0,13.0,0.0,25.0,0.0,25.0,31.0,2024-12-17,2024-12-17,1,2024-09-02,SI,2025-03-06,SERVICIOS,INMOBILIARIA Y CONSTRUCCIÓN,MOQUEGUA,463
2024,52118,VTA. MIN. EN ALMACENES NO ESPECIALIZ.,FBF29856B309E42B1611ED1DB8C838DE8B2C7916BDEFFDB3ABD4C5DBA9ED19B8,NATURAL,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101,Inicial,4.0,4.0,0.0,0.0,0.0,0.0,31.0,2024-12-17,2024-12-17,21,2024-12-16,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,MADRE DE DIOS,464
2024,74930,ACTIVIDADES LIMPIEZA DE EDIFICIOS,A3B8F2804808A50F628E9295CAA1CF74DB4134CD1D864EAE4B2E3702841661EE,NATURAL,LORETO,MAYNAS,IQUITOS,160101,Básico,30.0,21.0,38.0,25.0,31.0,25.0,31.0,2024-12-17,2024-12-17,1,2024-09-19,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LORETO,465
2024,55205,"RESTAURANTES, BARES Y CANTINAS.",BAB5D1B07564DD03E9B02921844BC0D926F98BAE513AE37EE00344E8490DC4ED,JURIDICA,LORETO,MAYNAS,IQUITOS,160101,Avanzado,77.0,96.0,62.0,100.0,75.0,50.0,75.0,2024-12-17,2024-12-17,1,2024-12-16,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,LORETO,466
2024,51109,VTA.  MAY. A CAMBIO DE UNA RETRIBUCION.,427CDA189711BCFDC544A94170E64FFDF20712ABF779FD6B419E14CFE62E932A,NATURAL,JUNIN,CHUPACA,CHUPACA,120901,Inicial,7.0,4.0,0.0,0.0,10.0,0.0,31.0,2024-12-17,2024-12-17,1,2024-10-01,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,JUNIN,467
2024,52348,VTA. MIN. ARTICULOS DE FERRETERIA.,02DF0478FF64199F30AA8C74673B9BEF846ADF34D3C07D8C76C01BD489622EA0,NATURAL,ANCASH,HUARAZ,INDEPENDENCIA,20105,Básico,26.0,25.0,12.0,25.0,21.0,50.0,62.0,2024-12-17,2024-12-17,4,2024-11-26,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ANCASH,468
2024,75113,ACTIV. ADMINIST. PUBLICA EN GENERAL,9931330298C666FBB57CE65A9A1A24FDF2F8E86B4331C6891A9606E38BF60C1E,NATURAL,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,180101,Inicial,5.0,4.0,0.0,0.0,0.0,25.0,31.0,2024-12-17,2024-12-17,1,2024-10-22,SI,2025-03-06,SERVICIOS,SECTOR PÚBLICO Y GOBIERNO,MOQUEGUA,469
2024,74996,OTRAS ACTIVIDADES EMPRESARIALES NCP.,74F0129FE6D52494138D14ACFAA70152E31D7467B2B7F92F92E5151382C980AA,NATURAL,ANCASH,SANTA,CHIMBOTE,21801,Inicial,9.0,4.0,12.0,0.0,16.0,0.0,6.0,2024-12-17,2024-12-17,1,2024-12-17,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,ANCASH,470
2024,74218,ACTIV.DE ARQUITECTURA E INGENIERIA,0E247CC4930AA99F654D77CDF876317ED45745CF06B68B6D7A75AEFA63ADBD99,JURIDICA,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,Básico,44.0,50.0,62.0,50.0,27.0,25.0,38.0,2024-12-17,2024-12-17,3,2024-09-16,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LAMBAYEQUE,471
2024,51395,VTA. MAY. OTROS ENSERES DOMESTICOS.,62AB69A80711C95EB4A3D6AD9F5138AD82093E4A4596467D51A16BCCD08F9648,JURIDICA,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,Inicial,17.0,21.0,12.0,25.0,15.0,25.0,12.0,2024-12-17,2024-12-17,1,2024-08-21,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LAMBAYEQUE,472
2024,75113,ACTIV. ADMINIST. PUBLICA EN GENERAL,79F5F22E7E6C52943B88FDC34DFEA21722D15C8F547AE6CCBC87A9E097F36420,NATURAL,HUANCAVELICA,ACOBAMBA,PAUCARA,90206,Inicial,7.0,17.0,0.0,0.0,5.0,0.0,25.0,2024-12-17,2024-12-17,1,2024-10-01,SI,2025-03-06,SERVICIOS,SECTOR PÚBLICO Y GOBIERNO,HUANCAVELICA,473
2024,20224,FAB. PARTES Y PIEZAS CARPINTERIA.,363D3A7057F3244BAE600569E7D117D05F06D525CD94DEA13B2BB89473B7D26D,NATURAL,APURIMAC,ABANCAY,ABANCAY,30101,Inicial,21.0,29.0,0.0,50.0,21.0,25.0,25.0,2024-12-17,2024-12-17,71,2024-12-17,SI,2025-03-06,MANUFACTURA,MANUFACTURA,APURIMAC,474
2024,55104,"HOTELES, CAMPAMENTOS Y OTROS.",7D688B1FB7C130E4089855EE1C6522F3CC5B06FD17057A82B3F552EAF74EC0FF,JURIDICA,ICA,NAZCA,MARCONA,110304,Básico,46.0,46.0,62.0,50.0,32.0,50.0,38.0,2024-12-17,2024-12-17,1,2024-11-27,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,ICA,475
2024,52118,VTA. MIN. EN ALMACENES NO ESPECIALIZ.,38F2EECB3F48FDCD37DAE266C028552200C28FFF1546C94F3633B7AFAC5A1434,NATURAL,ICA,NAZCA,MARCONA,110304,Inicial,9.0,13.0,0.0,0.0,0.0,25.0,50.0,2024-12-17,2024-12-17,1,2024-11-27,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ICA,476
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,B142A45172620D2405685BCFB0277AA7DF93D805624733343CEB995A4BEF7F91,NATURAL,ICA,NAZCA,MARCONA,110304,Inicial,5.0,8.0,0.0,0.0,0.0,0.0,31.0,2024-12-17,2024-12-17,1,2024-11-27,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,ICA,477
2024,74996,OTRAS ACTIVIDADES EMPRESARIALES NCP.,187D41EF0D5FE80E2222FC0EE9EF1468F0DC3105141B4E200DE3593105A4814E,NATURAL,JUNIN,SATIPO,SATIPO,120601,Básico,34.0,33.0,38.0,50.0,27.0,25.0,31.0,2024-12-17,2024-12-17,1,2024-09-19,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,JUNIN,478
2024,52322,"VTA. MIN. PRODUCTOS TEXTILES, CALZADO.",8F42520E3AF6EB689A2BA51410B196554B447F8B3A7E75F80CF69A57A2B0997E,NATURAL,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,180101,Inicial,5.0,4.0,0.0,0.0,0.0,25.0,31.0,2024-12-17,2024-12-17,2,2024-10-22,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,MOQUEGUA,479
2024,51430,VTA. MAY. MATERIALES DE CONSTRUCCION.,7D4F8717122EAA0233EA9CFFFF79C93762D4A63288F2157CB4A00A6F3ED37EF4,JURIDICA,ICA,ICA,SUBTANJALLA,110112,Inicial,12.0,17.0,0.0,0.0,15.0,25.0,25.0,2024-12-17,2024-12-17,1,2024-11-27,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ICA,480
2024,50304,"VENTA PARTES, PIEZAS, ACCESORIOS.",8697048193E3CB916AABD73A0790DDD1D0F5F526D24FCFC3032138B4C7AD2ED2,NATURAL,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,90101,Inicial,3.0,4.0,0.0,0.0,0.0,25.0,6.0,2024-12-17,2024-12-17,163,2024-10-30,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,HUANCAVELICA,481
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,D569F725EFC7F9A02FBFA6E5448D97E8FB7DA84E72B1B0E6B22707146674DDB3,NATURAL,HUANCAVELICA,ANGARAES,ANCHONGA,90302,Inicial,15.0,13.0,12.0,0.0,10.0,25.0,50.0,2024-12-17,2024-12-17,627,2024-10-30,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,HUANCAVELICA,482
2024,52310,VTA.  MIN. PROD. FARMAC. Y ART. TOCADOR.,6CD765C0E31C6712E621BB2A2DEA4E7D2497D9E532C39770FA547B1F948BBE4E,JURIDICA,CAJAMARCA,JAEN,JAEN,60801,Básico,34.0,38.0,12.0,50.0,37.0,25.0,56.0,2024-12-17,2024-12-17,3,2024-12-17,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,CAJAMARCA,483
2024,17117,PREP Y TEJ DE FIBRAS TEXTILES.,8B6E49F2B89E8408BE21158E14A1A1F299CDDE4F03DCCB600D1F2CABC6D445D9,NATURAL,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,90101,Inicial,7.0,8.0,0.0,0.0,10.0,25.0,12.0,2024-12-17,2024-12-17,1,2024-10-30,SI,2025-03-06,MANUFACTURA,MANUFACTURA,HUANCAVELICA,484
2024,18100,FAB. DE PRENDAS DE VESTIR.,F104AF3E6B5FB4C058A3F28B59145C6F785A62F2EE187E4987C6BF4CE3DFA4B8,NATURAL,APURIMAC,ABANCAY,ABANCAY,30101,Básico,48.0,33.0,38.0,50.0,63.0,50.0,56.0,2024-12-17,2024-12-17,2,2024-12-17,SI,2025-03-06,MANUFACTURA,MANUFACTURA,APURIMAC,485
2024,52206,"VTA.  MIN. ALIMENTOS, BEBIDAS, TABACO.",8862707C154B71F7800950A4EA90FD9183139ED38F5C15BB6BD2B417AA4A8A05,NATURAL,ANCASH,SANTA,NUEVO CHIMBOTE,21809,Inicial,17.0,17.0,12.0,25.0,21.0,25.0,6.0,2024-12-17,2024-12-17,4,2024-11-26,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ANCASH,486
2024,52206,"VTA.  MIN. ALIMENTOS, BEBIDAS, TABACO.",A0D64F6EC58F326116283D4C61D04344849C3DD213CB66B950B28D241E588DC6,NATURAL,ANCASH,SANTA,NUEVO CHIMBOTE,21809,Inicial,17.0,17.0,12.0,0.0,21.0,50.0,12.0,2024-12-17,2024-12-17,2,2024-11-26,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ANCASH,487
2024,52322,"VTA. MIN. PRODUCTOS TEXTILES, CALZADO.",AE6F6409162DD56D2669F62CA85BE5503B83AC77FB02679A3A7931C890821274,NATURAL,ANCASH,SANTA,NUEVO CHIMBOTE,21809,Inicial,23.0,21.0,12.0,0.0,26.0,50.0,56.0,2024-12-17,2024-12-17,3,2024-11-26,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ANCASH,488
2024,52593,OTROS TIPOS DE VENTA POR MENOR.,528EEB9EE8A8A8618574FE7EF3C643BC764D6914569A415CF44A8D1E71E9C919,NATURAL,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,Inicial,19.0,21.0,12.0,50.0,15.0,25.0,12.0,2024-12-17,2024-12-17,1,2024-09-04,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LAMBAYEQUE,489
2024,51109,VTA.  MAY. A CAMBIO DE UNA RETRIBUCION.,93F590D108FA894E6E4ABDE8746056E68EEA3CE677757D49B054FE2E3B9286C9,NATURAL,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,120130,Inicial,9.0,13.0,0.0,0.0,10.0,25.0,25.0,2024-12-17,2024-12-17,184,2024-10-14,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,JUNIN,490
2024,52348,VTA. MIN. ARTICULOS DE FERRETERIA.,464B2B221AEC8F7708633FFF5532F4ECBEBADA8F7A844051AF728F1F4A0AB093,NATURAL,ANCASH,SANTA,NUEVO CHIMBOTE,21809,Inicial,18.0,17.0,12.0,25.0,21.0,25.0,12.0,2024-12-17,2024-12-17,4,2024-11-26,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,ANCASH,491
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,E938F142B838E7638AE95543B7FA5AA8289C3F587CC39A9F864925A9531E22F4,NATURAL,APURIMAC,ABANCAY,ABANCAY,30101,Inicial,5.0,8.0,0.0,0.0,5.0,25.0,6.0,2024-12-17,2024-12-17,1,2024-12-17,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,APURIMAC,492
